,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
3371,1.09,Ideal,I,VVS2,ID,ID,AGSL,6152
3372,1.05,Very Good,H,SI1,G,G,GIA,5072
3373,0.91,Ideal,G,SI1,ID,ID,AGSL,4453
3374,0.91,Very Good,E,SI1,VG,EX,GIA,4310
3375,2.02,Very Good,F,SI1,G,EX,GIA,17530
3376,1.26,Ideal,F,VS2,EX,EX,GIA,10007
3377,1.55,Ideal,I,VS1,EX,VG,GIA,10384
3378,0.8,Ideal,E,VS2,EX,EX,GIA,4126
3379,2.01,Good,H,VS1,VG,G,GIA,21204
3380,1.02,Ideal,I,VVS2,ID,ID,AGSL,5767
3381,1.01,Good,F,VS1,G,VG,GIA,6825
3382,2.07,Ideal,H,VS2,VG,EX,GIA,20427
3383,2.09,Very Good,I,VS1,EX,EX,GIA,18215
3384,1.02,Ideal,G,VVS2,VG,VG,GIA,8107
3385,1.0,Good,E,VS2,VG,VG,GIA,6073
3386,0.87,Very Good,H,SI1,EX,VG,GIA,3180
3387,1.01,Very Good,E,VVS2,VG,VG,GIA,8992
3388,0.8,Ideal,D,VS1,VG,EX,GIA,4670
3389,0.9,Very Good,E,SI1,EX,VG,GIA,4090
3390,1.04,Ideal,D,VS2,VG,G,GIA,7220
3391,1.01,Ideal,E,VVS2,EX,EX,GIA,9780
3392,2.0,Good,H,VS2,VG,VG,GIA,19002
3393,0.94,Ideal,I,VVS2,VG,VG,GIA,4390
3394,1.08,Very Good,E,VVS2,VG,VG,GIA,9607
3395,2.01,Very Good,G,VS1,EX,VG,GIA,26451
3396,1.51,Very Good,F,SI1,VG,G,GIA,11190
3397,0.9,Very Good,H,VS1,VG,VG,GIA,4324
3398,2.42,Ideal,H,VS2,ID,ID,AGSL,27433
3399,1.34,Very Good,H,SI1,G,VG,GIA,7655
3400,1.8,Signature-Ideal,I,VVS2,ID,ID,AGSL,16230
3401,1.0,Ideal,H,VS2,VG,EX,GIA,5820
3402,1.07,Very Good,H,SI1,VG,VG,AGSL,5186
3403,1.41,Very Good,D,IF,VG,VG,GIA,25486
3404,2.15,Very Good,F,VS1,VG,VG,GIA,31405
3405,0.9,Good,G,SI1,VG,VG,GIA,3798
3406,2.04,Ideal,F,VS2,EX,EX,GIA,30466
3407,1.04,Signature-Ideal,G,VVS2,ID,ID,AGSL,9627
3408,2.17,Good,I,SI1,EX,VG,AGSL,16255
3409,1.03,Very Good,F,SI1,VG,VG,GIA,5266
3410,0.93,Ideal,D,SI1,VG,VG,GIA,4724
3411,1.3,Very Good,H,SI1,VG,VG,GIA,6758
3412,1.55,Ideal,E,VVS2,EX,EX,GIA,18828
3413,1.08,Ideal,G,VS1,EX,EX,GIA,7635
3414,2.01,Ideal,H,VS1,EX,EX,GIA,25894
3415,2.01,Ideal,F,VS1,EX,EX,GIA,31958
3416,0.84,Fair,F,VS2,VG,G,AGSL,3172
3417,0.9,Very Good,H,VS2,EX,VG,GIA,4173
3418,1.33,Ideal,G,VS2,VG,VG,GIA,9739
3419,1.58,Ideal,G,SI1,EX,EX,GIA,11927
3420,2.26,Very Good,H,IF,VG,VG,GIA,34297
3421,1.11,Very Good,H,SI1,EX,EX,GIA,5503
3422,2.31,Ideal,I,VS2,EX,EX,GIA,20570
3423,0.91,Very Good,D,SI1,G,EX,GIA,4466
3424,1.25,Ideal,G,VS1,ID,ID,AGSL,9418
3425,1.1,Very Good,G,VVS1,EX,EX,GIA,9257
3426,1.08,Ideal,I,VS2,ID,ID,AGSL,5294
3427,0.9,Very Good,G,VS2,VG,EX,GIA,4296
3428,1.01,Ideal,F,VVS1,VG,VG,GIA,10185
3429,1.01,Very Good,D,VS2,EX,EX,GIA,7487
3430,2.25,Ideal,G,VS1,EX,EX,GIA,29299
3431,0.9,Very Good,D,SI1,EX,G,GIA,4289
3432,2.01,Ideal,E,VS1,EX,EX,GIA,34586
3433,2.01,Very Good,I,VS2,EX,VG,GIA,15716
3434,0.9,Very Good,F,VS2,VG,EX,GIA,4268
3435,2.02,Very Good,H,SI1,EX,EX,GIA,18662
3436,1.26,Very Good,D,VS1,EX,G,GIA,11277
3437,0.9,Very Good,E,VS2,EX,EX,GIA,5887
3438,1.58,Ideal,F,SI1,ID,ID,AGSL,12991
3439,1.4,Very Good,G,VS1,VG,EX,GIA,11487
3440,2.0,Ideal,D,VVS1,ID,ID,AGSL,51708
3441,1.51,Ideal,F,SI1,EX,EX,GIA,11950
3442,1.02,Good,E,SI1,VG,G,GIA,5565
3443,0.8,Ideal,I,SI1,EX,EX,GIA,2927
3444,1.52,Ideal,I,VS2,EX,VG,GIA,9352
3445,0.92,Very Good,G,SI1,EX,VG,GIA,3724
3446,0.76,Ideal,D,SI1,VG,EX,GIA,3007
3447,2.01,Very Good,G,VS2,VG,EX,GIA,28639
3448,1.4,Very Good,I,SI1,G,VG,GIA,7644
3449,1.21,Very Good,H,VS2,VG,VG,GIA,6887
3450,0.9,Very Good,H,VS2,VG,VG,GIA,4255
3451,2.11,Ideal,H,VS1,EX,EX,GIA,25309
3452,1.0,Very Good,G,VS2,VG,VG,GIA,5747
3453,0.76,Ideal,H,VVS2,ID,ID,AGSL,3183
3454,1.23,Ideal,I,VS2,VG,VG,GIA,6335
3455,1.52,Ideal,G,SI1,EX,EX,GIA,11510
3456,0.91,Fair,F,VS2,VG,VG,GIA,4474
3457,0.9,Very Good,I,VS2,VG,VG,GIA,3627
3458,1.53,Ideal,F,SI1,ID,ID,AGSL,12616
3459,0.85,Ideal,G,VS1,EX,EX,GIA,4373
3460,1.02,Ideal,H,VVS2,ID,ID,AGSL,6613
3461,1.22,Ideal,G,VS1,VG,VG,GIA,9793
3462,1.4,Very Good,G,IF,EX,G,GIA,14252
3463,2.0,Good,G,SI1,VG,G,GIA,20733
3464,2.04,Very Good,F,VVS1,EX,EX,GIA,42587
3465,2.02,Ideal,G,VS1,EX,EX,GIA,27503
3466,1.0,Good,F,VS2,VG,VG,GIA,6159
3467,1.01,Fair,F,SI1,EX,G,GIA,5008
3468,0.9,Ideal,H,SI1,EX,EX,GIA,4492
3469,2.52,Very Good,H,SI1,EX,EX,GIA,25779
3470,0.9,Very Good,H,VS2,VG,VG,GIA,4096
3471,2.02,Ideal,G,SI1,EX,EX,GIA,20456
3472,1.01,Good,H,SI1,EX,G,GIA,4611
3473,1.2,Very Good,F,VS1,VG,G,GIA,9248
3474,1.55,Ideal,I,VS2,VG,VG,GIA,9805
3475,1.21,Very Good,H,SI1,G,G,GIA,6194
3476,0.9,Good,G,SI1,VG,VG,GIA,3231
3477,1.16,Ideal,D,VVS2,EX,VG,GIA,12450
3478,1.5,Very Good,D,VS2,VG,VG,GIA,13629
3479,1.52,Ideal,D,IF,EX,VG,GIA,24715
3480,0.79,Very Good,F,SI1,VG,VG,GIA,3073
3481,1.0,Very Good,G,VS1,VG,VG,GIA,6642
3482,0.81,Ideal,E,SI1,EX,EX,GIA,3109
3483,0.91,Very Good,F,SI1,VG,G,GIA,3885
3484,0.82,Ideal,I,VS1,ID,ID,AGSL,3113
3485,1.04,Ideal,G,VS2,VG,VG,GIA,6560
3486,1.4,Very Good,G,VS1,EX,VG,GIA,11584
3487,1.07,Ideal,H,SI1,EX,VG,GIA,5281
3488,1.08,Ideal,I,SI1,EX,EX,GIA,5201
3489,1.34,Ideal,H,VVS1,EX,EX,GIA,10255
3490,2.01,Very Good,D,SI1,VG,EX,GIA,21440
3491,1.09,Ideal,G,VVS1,ID,ID,AGSL,8778
3492,2.11,Ideal,G,VS2,EX,EX,GIA,26871
3493,1.27,Ideal,E,SI1,VG,VG,GIA,7806
3494,0.9,Good,E,VS2,EX,EX,GIA,4377
3495,1.3,Good,E,VVS2,G,EX,GIA,12967
3496,2.01,Very Good,G,VS2,EX,VG,GIA,23652
3497,1.0,Ideal,G,VVS2,EX,EX,GIA,9294
3498,1.02,Ideal,G,VVS2,EX,EX,GIA,7666
3499,0.9,Ideal,G,IF,ID,ID,AGSL,6645
3500,1.2,Ideal,H,SI1,VG,VG,GIA,6377
3501,1.33,Ideal,H,IF,VG,VG,GIA,9970
3502,1.0,Good,E,VVS1,EX,VG,GIA,8359
3503,1.07,Ideal,I,VVS1,EX,EX,GIA,6685
3504,0.99,Very Good,D,SI1,G,VG,GIA,5671
3505,2.04,Ideal,H,VS2,EX,EX,GIA,20060
3506,1.54,Ideal,G,VS1,VG,EX,GIA,14650
3507,0.96,Good,D,SI1,EX,VG,GIA,4693
3508,2.16,Very Good,G,VS2,G,G,GIA,26281
3509,2.09,Ideal,G,VS1,EX,EX,GIA,28683
3510,1.5,Very Good,H,VS2,G,G,GIA,9730
3511,1.2,Ideal,I,IF,VG,VG,GIA,7367
3512,1.05,Very Good,D,SI1,EX,G,GIA,5952
3513,2.14,Very Good,G,VS2,EX,EX,GIA,28705
3514,0.75,Very Good,F,VS1,G,VG,GIA,3220
3515,1.1,Signature-Ideal,H,SI1,EX,EX,GIA,6844
3516,1.01,Very Good,I,SI1,EX,EX,GIA,4189
3517,2.04,Ideal,D,VS2,EX,EX,GIA,28297
3518,1.33,Ideal,H,VVS2,EX,EX,GIA,10045
3519,1.09,Ideal,G,VS2,EX,EX,GIA,6905
3520,1.24,Ideal,G,VVS2,EX,EX,GIA,10507
3521,0.91,Good,E,SI1,G,G,GIA,3971
3522,1.0,Very Good,G,SI1,VG,VG,GIA,4925
3523,1.07,Ideal,E,VS2,VG,VG,GIA,7240
3524,2.05,Ideal,I,SI1,ID,ID,AGSL,16029
3525,1.0,Good,F,VS2,EX,VG,GIA,5935
3526,2.02,Very Good,G,VS2,EX,EX,GIA,24585
3527,0.96,Ideal,F,VVS2,EX,VG,GIA,8149
3528,1.02,Good,G,SI1,VG,G,GIA,4749
3529,1.06,Very Good,G,VS2,VG,G,GIA,6217
3530,0.75,Very Good,D,SI1,VG,EX,GIA,3085
3531,1.12,Ideal,I,VS2,EX,EX,GIA,5956
3532,1.21,Good,D,SI1,G,G,GIA,6727
3533,2.03,Ideal,F,VS1,VG,VG,GIA,31514
3534,1.02,Signature-Ideal,F,VS2,ID,ID,AGSL,8348
3535,2.39,Ideal,I,VS1,EX,EX,GIA,23818
3536,1.15,Good,H,SI1,VG,G,GIA,5005
3537,1.12,Ideal,E,VS1,EX,EX,GIA,8991
3538,1.01,Very Good,I,SI1,EX,EX,GIA,4759
3539,0.76,Ideal,E,VS1,EX,VG,GIA,3658
3540,1.23,Ideal,G,VVS2,ID,ID,AGSL,10560
3541,1.19,Very Good,D,VVS1,VG,VG,GIA,15767
3542,1.16,Ideal,F,VVS2,ID,ID,AGSL,10439
3543,1.07,Very Good,F,SI1,VG,VG,GIA,6061
3544,1.13,Ideal,D,VVS2,ID,ID,AGSL,12788
3545,2.44,Very Good,G,VS1,VG,VG,GIA,36761
3546,1.01,Very Good,F,VVS1,VG,EX,GIA,9474
3547,1.33,Ideal,E,VVS1,EX,VG,GIA,16733
3548,1.02,Very Good,F,SI1,VG,G,GIA,5268
3549,0.9,Good,F,SI1,EX,VG,GIA,3898
3550,0.9,Very Good,E,SI1,EX,EX,GIA,4315
3551,0.76,Fair,H,VVS2,G,G,AGSL,2699
3552,2.02,Ideal,H,VS2,EX,EX,GIA,19910
3553,2.18,Ideal,I,VS1,VG,EX,GIA,18880
3554,1.01,Good,G,SI1,G,G,GIA,4672
3555,1.04,Ideal,I,VS1,ID,ID,AGSL,5229
3556,1.22,Signature-Ideal,H,VS2,ID,ID,AGSL,8596
3557,2.0,Ideal,G,VS2,VG,EX,GIA,23503
3558,2.45,Good,G,VS2,G,VG,GIA,32335
3559,1.02,Ideal,G,SI1,EX,EX,GIA,5235
3560,2.0,Very Good,G,VS2,EX,EX,GIA,27025
3561,2.2,Ideal,F,VVS1,ID,ID,AGSL,41282
3562,1.69,Ideal,F,VS2,VG,VG,GIA,16789
3563,0.82,Ideal,E,SI1,VG,G,GIA,3373
3564,1.24,Ideal,I,VS2,VG,EX,GIA,6180
3565,1.0,Good,G,SI1,VG,G,GIA,4401
3566,1.28,Ideal,H,VVS2,EX,VG,GIA,9228
3567,2.0,Very Good,I,VVS1,VG,VG,GIA,19943
3568,1.23,Very Good,E,VVS2,G,VG,GIA,11175
3569,2.01,Good,G,SI1,EX,VG,GIA,17656
3570,2.01,Good,I,SI1,VG,G,GIA,14552
3571,1.04,Ideal,D,VVS1,EX,EX,GIA,13353
3572,0.75,Very Good,E,VVS2,G,VG,GIA,4005
3573,1.74,Good,G,VS1,VG,VG,GIA,16223
3574,1.54,Ideal,I,SI1,EX,EX,GIA,9942
3575,1.01,Ideal,G,VS2,VG,EX,GIA,7814
3576,1.26,Ideal,F,VS1,VG,EX,GIA,8773
3577,2.24,Ideal,F,VVS1,EX,EX,GIA,45857
3578,1.13,Ideal,F,VVS2,ID,ID,AGSL,10742
3579,1.32,Very Good,F,VS1,G,VG,GIA,10921
3580,0.79,Ideal,G,VVS2,ID,ID,AGSL,3877
3581,1.72,Ideal,G,VS2,VG,VG,GIA,17125
3582,2.1,Ideal,H,IF,EX,EX,GIA,28709
3583,1.54,Ideal,E,VVS2,EX,EX,GIA,20071
3584,1.51,Very Good,F,VS1,VG,VG,GIA,14673
3585,2.01,Very Good,F,SI1,EX,EX,GIA,19789
3586,1.22,Very Good,E,VS1,VG,VG,GIA,9706
3587,1.51,Ideal,H,VS2,VG,EX,GIA,10974
3588,2.07,Good,G,VS2,EX,VG,GIA,26842
3589,2.16,Very Good,I,VS1,EX,EX,AGSL,19642
3590,1.5,Good,E,SI1,G,VG,GIA,11554
3591,1.07,Ideal,G,VS2,EX,EX,GIA,7275
3592,1.65,Very Good,H,VS1,ID,ID,AGSL,11823
3593,1.67,Ideal,G,VS1,ID,ID,AGSL,16643
3594,2.07,Very Good,H,SI1,EX,VG,GIA,17893
3595,0.9,Very Good,G,VS1,VG,G,GIA,4515
3596,2.0,Good,G,SI1,VG,VG,GIA,17930
3597,1.0,Very Good,G,VS2,VG,G,GIA,5766
3598,1.05,Ideal,G,VVS1,EX,EX,GIA,8931
3599,0.83,Good,G,VS2,G,VG,AGSL,3195
3600,1.02,Very Good,G,SI1,EX,VG,GIA,4659
3601,2.0,Very Good,E,SI1,VG,VG,GIA,20867
3602,1.29,Ideal,D,IF,EX,EX,GIA,26069
3603,2.16,Ideal,H,VS2,EX,VG,GIA,21941
3604,1.38,Very Good,G,VVS2,EX,EX,AGSL,12031
3605,2.6,Very Good,D,VS1,VG,G,GIA,51736
3606,1.07,Ideal,I,VS1,VG,EX,GIA,5264
3607,1.2,Very Good,E,SI1,EX,VG,GIA,7310
3608,0.9,Good,G,VS2,EX,EX,GIA,4296
3609,1.57,Ideal,G,VS1,EX,EX,GIA,15301
3610,1.06,Signature-Ideal,F,VS2,EX,EX,GIA,8603
3611,1.2,Ideal,D,VVS2,EX,EX,GIA,14033
3612,0.91,Ideal,E,SI1,VG,VG,GIA,4284
3613,1.23,Very Good,I,SI1,VG,VG,GIA,5902
3614,2.08,Very Good,F,VS1,EX,VG,GIA,29653
3615,2.02,Very Good,D,IF,EX,VG,GIA,63902
3616,1.04,Very Good,E,VVS2,VG,G,GIA,8748
3617,1.54,Ideal,E,VS1,EX,VG,GIA,17934
3618,1.2,Very Good,F,VVS2,G,VG,GIA,10173
3619,1.17,Signature-Ideal,I,SI1,ID,ID,AGSL,6405
3620,0.8,Very Good,F,SI1,VG,EX,GIA,2914
3621,2.01,Very Good,E,SI1,EX,EX,GIA,21942
3622,1.7,Ideal,D,IF,EX,EX,GIA,44380
3623,0.96,Very Good,I,VS2,VG,VG,GIA,4187
3624,1.03,Ideal,E,SI1,VG,VG,GIA,5476
3625,1.11,Ideal,I,SI1,VG,EX,GIA,4709
3626,2.0,Ideal,H,VS2,ID,ID,AGSL,21145
3627,2.44,Ideal,F,VS1,EX,EX,GIA,46186
3628,1.5,Ideal,H,VVS2,VG,VG,GIA,13412
3629,2.04,Very Good,F,VS1,EX,EX,GIA,33081
3630,2.0,Very Good,G,VS2,VG,EX,GIA,21978
3631,2.08,Very Good,E,VS2,VG,VG,GIA,28912
3632,1.01,Very Good,D,SI1,VG,EX,GIA,5783
3633,1.01,Very Good,G,SI1,VG,VG,GIA,4905
3634,1.21,Ideal,D,VVS2,EX,EX,GIA,13078
3635,0.84,Good,G,SI1,VG,G,GIA,2872
3636,2.14,Ideal,F,SI1,VG,EX,GIA,21018
3637,0.75,Signature-Ideal,F,SI1,EX,EX,GIA,3336
3638,2.35,Ideal,D,VVS2,EX,EX,GIA,58850
3639,1.04,Signature-Ideal,F,VS1,EX,EX,GIA,9242
3640,1.01,Good,I,VS2,VG,G,GIA,4369
3641,2.02,Ideal,G,VVS2,EX,VG,GIA,26500
3642,1.22,Ideal,H,SI1,VG,VG,GIA,5872
3643,1.08,Ideal,H,VVS1,ID,ID,AGSL,7273
3644,1.07,Ideal,E,SI1,VG,VG,GIA,5938
3645,1.08,Very Good,H,SI1,EX,ID,AGSL,5375
3646,0.8,Very Good,F,VS1,VG,G,GIA,3471
3647,1.23,Ideal,I,VVS2,ID,ID,AGSL,7299
3648,2.01,Very Good,F,SI1,EX,VG,GIA,20301
3649,1.51,Ideal,D,SI1,EX,VG,GIA,13162
3650,2.01,Very Good,D,IF,G,G,GIA,57595
3651,1.01,Very Good,H,SI1,VG,EX,GIA,4811
3652,1.0,Good,H,SI1,VG,VG,GIA,4276
3653,0.83,Ideal,F,SI1,EX,EX,GIA,3597
3654,2.01,Very Good,G,SI1,EX,EX,GIA,18090
3655,1.15,Ideal,F,VS1,EX,EX,GIA,10316
3656,0.83,Very Good,F,SI1,VG,VG,GIA,3207
3657,2.24,Very Good,F,VS2,VG,EX,GIA,32713
3658,2.0,Very Good,H,VVS2,EX,EX,GIA,22061
3659,1.07,Ideal,G,VVS2,EX,EX,GIA,8393
3660,2.01,Very Good,F,SI1,VG,EX,GIA,22301
3661,1.26,Signature-Ideal,I,SI1,EX,EX,GIA,6951
3662,1.0,Very Good,D,VS1,EX,VG,GIA,7567
3663,1.0,Ideal,H,VS2,VG,VG,GIA,5536
3664,0.85,Very Good,F,VS2,G,VG,GIA,3705
3665,1.04,Very Good,H,SI1,G,EX,GIA,4682
3666,2.01,Good,F,SI1,VG,G,GIA,20767
3667,1.23,Ideal,G,VVS2,EX,EX,GIA,10537
3668,0.78,Signature-Ideal,G,VS2,ID,ID,AGSL,3613
3669,2.01,Very Good,H,VS2,VG,VG,GIA,19046
3670,0.9,Good,F,VS2,VG,G,GIA,4466
3671,1.59,Very Good,G,SI1,VG,VG,GIA,10963
3672,1.03,Good,F,VVS2,VG,VG,GIA,8407
3673,1.29,Ideal,I,IF,ID,ID,AGSL,8289
3674,1.13,Very Good,F,VVS2,G,G,GIA,9539
3675,1.6,Very Good,I,VS1,EX,VG,GIA,10238
3676,2.01,Very Good,G,SI1,EX,G,GIA,20835
3677,1.05,Ideal,F,VVS2,VG,VG,GIA,10011
3678,1.05,Very Good,G,VS2,G,VG,GIA,5917
3679,1.18,Good,F,SI1,VG,G,GIA,5650
3680,1.01,Ideal,E,VS2,EX,EX,GIA,7597
3681,2.72,Ideal,E,VVS2,EX,VG,GIA,65488
3682,1.1,Ideal,G,VS1,VG,EX,GIA,7528
3683,1.22,Very Good,H,VS1,G,G,GIA,7673
3684,2.23,Ideal,H,IF,VG,EX,GIA,30452
3685,1.12,Ideal,G,VVS2,EX,VG,GIA,9010
3686,1.0,Very Good,D,VS2,VG,VG,GIA,7361
3687,1.11,Very Good,I,VS2,VG,VG,GIA,4977
3688,0.76,Ideal,F,SI1,VG,VG,GIA,2894
3689,1.05,Very Good,D,VS2,G,G,GIA,6373
3690,1.52,Very Good,F,VS2,G,VG,GIA,13435
3691,1.18,Ideal,F,VVS2,ID,ID,AGSL,11415
3692,1.08,Very Good,H,VS2,EX,VG,GIA,5515
3693,1.54,Very Good,I,VVS2,EX,EX,GIA,10518
3694,1.41,Ideal,G,VS1,EX,EX,GIA,11817
3695,1.0,Very Good,G,VS2,EX,EX,GIA,6208
3696,2.02,Very Good,F,VS2,VG,VG,GIA,25256
3697,1.0,Good,D,VS2,EX,VG,GIA,6163
3698,0.81,Ideal,G,VS1,ID,ID,AGSL,3870
3699,1.06,Ideal,I,VVS2,EX,EX,GIA,6069
3700,1.22,Ideal,H,VVS2,ID,ID,AGSL,8014
3701,1.07,Good,H,SI1,VG,VG,GIA,4786
3702,1.13,Signature-Ideal,G,VVS2,EX,EX,GIA,10396
3703,1.53,Very Good,F,SI1,G,G,GIA,11897
3704,1.03,Ideal,E,VVS1,EX,EX,GIA,11309
3705,1.07,Ideal,H,SI1,EX,VG,GIA,5417
3706,1.51,Very Good,F,VS2,EX,VG,GIA,13497
3707,1.09,Very Good,G,VS1,VG,G,GIA,7378
3708,2.09,Ideal,E,VS1,EX,EX,GIA,35205
3709,1.31,Ideal,G,VVS2,VG,VG,GIA,11728
3710,1.5,Very Good,F,SI1,VG,VG,GIA,11520
3711,0.9,Ideal,I,SI1,ID,ID,AGSL,3908
3712,0.87,Fair,I,VS2,VG,G,GIA,3166
3713,1.51,Very Good,I,VVS2,VG,VG,GIA,9813
3714,1.0,Very Good,E,SI1,VG,VG,GIA,5175
3715,1.01,Very Good,F,SI1,EX,EX,GIA,5861
3716,1.51,Very Good,F,VVS2,VG,VG,GIA,16716
3717,0.95,Signature-Ideal,G,VS1,ID,ID,AGSL,6216
3718,2.01,Ideal,G,SI1,VG,VG,GIA,18852
3719,0.91,Very Good,F,VS1,VG,VG,GIA,5302
3720,0.9,Very Good,F,SI1,EX,VG,GIA,3679
3721,1.04,Very Good,G,SI1,VG,VG,GIA,5070
3722,2.1,Good,H,VS1,VG,G,GIA,18575
3723,1.1,Very Good,G,VS2,VG,VG,GIA,7056
3724,2.01,Ideal,H,VS1,VG,VG,GIA,19593
3725,2.21,Very Good,I,SI1,EX,EX,AGSL,16941
3726,1.02,Ideal,E,VS2,EX,EX,GIA,7465
3727,1.07,Very Good,H,VVS2,EX,ID,AGSL,6751
3728,1.07,Ideal,G,VS1,EX,EX,GIA,7858
3729,1.52,Ideal,E,VS2,VG,EX,GIA,15793
3730,1.53,Signature-Ideal,D,VS2,EX,EX,GIA,19713
3731,1.06,Very Good,E,SI1,VG,EX,GIA,5090
3732,1.18,Ideal,I,SI1,ID,ID,AGSL,5412
3733,1.14,Very Good,E,IF,VG,VG,GIA,12647
3734,1.02,Ideal,E,SI1,ID,ID,AGSL,5840
3735,1.07,Ideal,F,SI1,EX,EX,GIA,6049
3736,0.9,Good,D,SI1,EX,EX,GIA,4865
3737,0.76,Ideal,E,SI1,ID,ID,AGSL,3401
3738,0.9,Very Good,G,VS2,G,VG,GIA,4387
3739,2.0,Ideal,D,VVS2,EX,EX,GIA,44115
3740,1.21,Very Good,G,VVS2,EX,VG,GIA,10355
3741,1.01,Ideal,G,IF,EX,VG,GIA,8869
3742,0.9,Very Good,H,VS2,VG,VG,GIA,4662
3743,2.62,Ideal,H,VS2,VG,EX,GIA,30599
3744,1.02,Signature-Ideal,E,VS2,ID,ID,AGSL,8737
3745,2.01,Good,H,VS1,VG,VG,GIA,21473
3746,2.02,Good,E,SI1,VG,VG,GIA,20450
3747,0.9,Very Good,F,VS2,VG,VG,GIA,4504
3748,1.16,Ideal,I,VS1,EX,EX,GIA,5991
3749,1.08,Ideal,D,VS2,EX,EX,GIA,8481
3750,1.02,Ideal,G,IF,EX,VG,GIA,8955
3751,2.0,Very Good,I,VS1,VG,G,GIA,17144
3752,1.53,Very Good,I,SI1,EX,EX,GIA,9183
3753,2.35,Very Good,F,VVS2,VG,VG,GIA,43471
3754,2.12,Very Good,F,VS1,ID,EX,AGSL,30962
3755,1.06,Ideal,E,VS2,VG,EX,GIA,8090
3756,2.27,Very Good,G,VS2,VG,VG,GIA,27252
3757,1.01,Very Good,D,VS2,VG,EX,GIA,7519
3758,1.62,Very Good,I,VS2,VG,VG,GIA,9683
3759,1.2,Ideal,E,VS2,EX,VG,GIA,9228
3760,1.79,Ideal,I,IF,EX,EX,GIA,15327
3761,1.32,Ideal,I,VS1,EX,EX,GIA,7095
3762,2.24,Ideal,I,VS2,ID,ID,AGSL,19699
3763,1.2,Good,F,VS2,VG,VG,GIA,8350
3764,1.53,Ideal,E,SI1,G,VG,GIA,11470
3765,1.36,Very Good,D,VVS2,VG,G,GIA,14236
3766,1.01,Fair,H,SI1,VG,VG,GIA,4611
3767,2.02,Very Good,D,VS2,EX,EX,GIA,27260
3768,1.02,Very Good,D,VS2,G,VG,GIA,6830
3769,0.78,Very Good,G,VVS2,VG,G,GIA,3643
3770,0.91,Good,H,VVS2,G,G,GIA,4205
3771,1.18,Very Good,I,VS2,VG,VG,GIA,5488
3772,2.01,Very Good,I,VS2,EX,EX,GIA,15919
3773,0.8,Ideal,I,VS2,EX,EX,GIA,2823
3774,1.2,Ideal,H,SI1,EX,EX,GIA,6450
3775,0.9,Very Good,I,SI1,G,G,GIA,3211
3776,0.9,Very Good,G,SI1,EX,VG,GIA,3945
3777,1.01,Fair,F,VVS2,EX,EX,AGSL,8553
3778,0.91,Good,G,IF,VG,VG,GIA,6054
3779,2.02,Very Good,G,VS1,EX,EX,GIA,29622
3780,1.26,Very Good,G,VVS1,VG,VG,GIA,10922
3781,1.14,Ideal,H,VVS2,EX,EX,GIA,7530
3782,2.12,Ideal,G,VS1,EX,EX,GIA,29474
3783,1.02,Good,G,SI1,VG,G,AGSL,4617
3784,0.85,Ideal,H,VS2,EX,EX,GIA,3434
3785,2.11,Very Good,I,SI1,VG,VG,GIA,16635
3786,1.01,Very Good,F,SI1,VG,VG,GIA,5107
3787,0.77,Very Good,I,VVS2,EX,ID,AGSL,2910
3788,0.85,Ideal,G,VS1,ID,ID,AGSL,3918
3789,1.59,Ideal,I,VS2,EX,VG,GIA,9678
3790,1.5,Good,G,SI1,EX,G,GIA,8690
3791,2.03,Very Good,H,SI1,EX,VG,GIA,18781
3792,1.03,Good,H,VS2,G,G,GIA,4732
3793,1.11,Ideal,F,VVS2,EX,VG,GIA,10360
3794,1.03,Very Good,D,SI1,G,VG,GIA,5652
3795,1.24,Ideal,F,VVS2,ID,ID,AGSL,12059
3796,1.01,Ideal,D,SI1,G,G,GIA,5234
3797,0.9,Very Good,H,VS1,VG,VG,GIA,4058
3798,1.0,Good,H,SI1,G,G,GIA,4864
3799,1.02,Good,F,VS2,G,G,GIA,5447
3800,2.02,Very Good,G,VS2,G,G,GIA,23076
3801,1.52,Ideal,G,VS1,VG,VG,GIA,14482
3802,0.75,Very Good,I,VVS2,VG,EX,GIA,2818
3803,1.01,Fair,G,SI1,VG,VG,GIA,4302
3804,2.01,Very Good,I,VS2,EX,EX,GIA,16526
3805,1.2,Ideal,F,SI1,ID,ID,AGSL,7867
3806,1.5,Good,E,SI1,G,G,GIA,10868
3807,2.03,Signature-Ideal,F,VS2,ID,ID,AGSL,32582
3808,0.8,Ideal,F,VS2,EX,EX,GIA,4816
3809,0.75,Signature-Ideal,I,SI1,EX,EX,GIA,2871
3810,2.3,Ideal,H,VS1,EX,EX,GIA,29561
3811,2.23,Very Good,H,SI1,VG,EX,GIA,19613
3812,1.0,Good,F,VS2,VG,VG,GIA,6099
3813,0.9,Ideal,F,SI1,VG,EX,GIA,4058
3814,1.26,Very Good,D,SI1,VG,G,GIA,7785
3815,1.0,Good,G,VVS2,EX,EX,GIA,7279
3816,2.01,Ideal,G,VS1,ID,ID,AGSL,32071
3817,1.08,Ideal,E,VS1,EX,EX,GIA,7646
3818,0.9,Good,F,SI1,VG,G,GIA,4004
3819,1.2,Good,I,SI1,G,VG,GIA,5408
3820,0.93,Very Good,I,VS2,EX,VG,GIA,3530
3821,1.14,Good,D,IF,G,G,GIA,17499
